x,y,z
0.7346938775510203,-3.510204081632653,0.00025646176709581475
0.8979591836734686,-3.510204081632653,0.00022446096043043402
1.0612244897959178,-3.510204081632653,0.00019128575994418483
1.224489795918367,-3.510204081632653,0.00015872601092100549
1.387755102040816,-3.510204081632653,0.0001282440427371589
1.5510204081632653,-3.510204081632653,0.00010089042136896395
1.7142857142857135,-3.510204081632653,7.728341578914975e-05
1.8775510204081627,-3.510204081632653,5.7642965997293707e-05
2.040816326530612,-3.510204081632653,4.186296328490401e-05
2.204081632653061,-3.510204081632653,2.9603104053386995e-05
2.3673469387755093,-3.510204081632653,2.0383003257879973e-05
2.5306122448979584,-3.510204081632653,1.3665412112631637e-05
2.6938775510204076,-3.510204081632653,8.920740994319947e-06
2.8571428571428568,-3.510204081632653,5.670257273007699e-06
3.020408163265306,-3.510204081632653,3.5093625378635075e-06
3.183673469387754,-3.510204081632653,2.1148391642989516e-06
3.3469387755102034,-3.510204081632653,1.240938019145516e-06
3.5102040816326525,-3.510204081632653,7.090003894498395e-07
3.6734693877551017,-3.510204081632653,3.944268710191249e-07
3.836734693877551,-3.510204081632653,2.1365356915773626e-07
4.0,-3.510204081632653,1.1268794198583726e-07
-4.0,-3.3469387755102042,1.9723367376144798e-07
-3.836734693877551,-3.3469387755102042,3.739501992371293e-07
-3.673469387755102,-3.3469387755102042,6.903512428251824e-07
-3.510204081632653,-3.3469387755102042,1.2409380191455118e-06
-3.3469387755102042,-3.3469387755102042,2.17196942381896e-06
-3.183673469387755,-3.3469387755102042,3.7015273368085375e-06
-3.020408163265306,-3.3469387755102042,6.142311712380117e-06
-2.857142857142857,-3.3469387755102042,9.924448467329675e-06
-2.6938775510204085,-3.3469387755102042,1.5613653847766645e-05
-2.5306122448979593,-3.3469387755102042,2.3918081978791204e-05
-2.36734693877551,-3.3469387755102042,3.567564145725979e-05
-2.2040816326530615,-3.3469387755102042,5.181325405628355e-05
-2.0408163265306123,-3.3469387755102042,7.327124710698812e-05
-1.8775510204081636,-3.3469387755102042,0.00010089042136896369
-1.7142857142857144,-3.3469387755102042,0.0001352663980574181
-1.5510204081632657,-3.3469387755102042,0.0001765848954490817
-1.3877551020408165,-3.3469387755102042,0.0002244609604304334
-1.2244897959183674,-3.3469387755102042,0.00027781245893535093
-1.0612244897959187,-3.3469387755102042,0.00033480062291654675
-0.8979591836734695,-3.3469387755102042,0.00039286598957749677
-0.7346938775510208,-3.3469387755102042,0.00044887585674443977
-0.5714285714285716,-3.3469387755102042,0.000499380635680956
-0.4081632653061229,-3.3469387755102042,0.0005409545598716624
-0.24489795918367374,-3.3469387755102042,0.0005705760147981816
-0.08163265306122458,-3.3469387755102042,0.0005859895537337184
0.08163265306122458,-3.3469387755102042,0.0005859895537337184
0.24489795918367285,-3.3469387755102042,0.0005705760147981816
0.408163265306122,-3.3469387755102042,0.0005409545598716624
0.5714285714285712,-3.3469387755102042,0.000499380635680956
0.7346938775510203,-3.3469387755102042,0.00044887585674443977
0.8979591836734686,-3.3469387755102042,0.0003928659895774971
1.0612244897959178,-3.3469387755102042,0.00033480062291654707
1.224489795918367,-3.3469387755102042,0.0002778124589353512
1.387755102040816,-3.3469387755102042,0.0002244609604304336
1.5510204081632653,-3.3469387755102042,0.00017658489544908186
1.7142857142857135,-3.3469387755102042,0.0001352663980574182
1.8775510204081627,-3.3469387755102042,0.00010089042136896387
2.040816326530612,-3.3469387755102042,7.327124710698819e-05
2.204081632653061,-3.3469387755102042,5.181325405628355e-05
2.3673469387755093,-3.3469387755102042,3.567564145725986e-05
2.5306122448979584,-3.3469387755102042,2.391808197879125e-05
2.6938775510204076,-3.3469387755102042,1.56136538477667e-05
2.8571428571428568,-3.3469387755102042,9.924448467329675e-06
3.020408163265306,-3.3469387755102042,6.142311712380117e-06
3.183673469387754,-3.3469387755102042,3.701527336808551e-06
3.3469387755102034,-3.3469387755102042,2.1719694238189676e-06
3.5102040816326525,-3.3469387755102042,1.2409380191455118e-06
3.6734693877551017,-3.3469387755102042,6.903512428251836e-07
3.836734693877551,-3.3469387755102042,3.739501992371293e-07
4.0,-3.3469387755102042,1.9723367376144798e-07
-4.0,-3.183673469387755,3.3613080698139227e-07
-3.836734693877551,-3.183673469387755,6.37295750990558e-07
-3.673469387755102,-3.183673469387755,1.1765147194494564e-06
-3.510204081632653,-3.183673469387755,2.114839164298944e-06
-3.3469387755102042,-3.183673469387755,3.7015273368085375e-06
-3.183673469387755,-3.183673469387755,6.308240104526893e-06
-3.020408163265306,-3.183673469387755,1.0467888942284398e-05
-2.857142857142857,-3.183673469387755,1.6913505734337823e-05
-2.6938775510204085,-3.183673469387755,2.660919896531264e-05
-2.5306122448979593,-3.183673469387755,4.076182349420717e-05
-2.36734693877551,-3.183673469387755,6.0799365158666466e-05
-2.2040816326530615,-3.183673469387755,8.830150838915565e-05
-2.0408163265306123,-3.183673469387755,0.00012487078372019333
-1.8775510204081636,-3.183673469387755,0.00017194010588911482
-1.7142857142857144,-3.183673469387755,0.00023052454821430882
-1.5510204081632657,-3.183673469387755,0.00030094061666069584
-1.3877551020408165,-3.183673469387755,0.0003825322640217808
-1.2244897959183674,-3.183673469387755,0.00047345528900084416
-1.0612244897959187,-3.183673469387755,0.0005705760147981821
-0.8979591836734695,-3.183673469387755,0.000669532537694074
-0.7346938775510208,-3.183673469387755,0.0007649860243665159
-0.5714285714285716,-3.183673469387755,0.0008510575950906945
-0.4081632653061229,-3.183673469387755,0.0009219089685965551
-0.24489795918367374,-3.183673469387755,0.0009723906300620123
-0.08163265306122458,-3.183673469387755,0.0009986587879380726
0.08163265306122458,-3.183673469387755,0.0009986587879380726
0.24489795918367285,-3.183673469387755,0.0009723906300620123
0.408163265306122,-3.183673469387755,0.0009219089685965551
0.5714285714285712,-3.183673469387755,0.0008510575950906945
0.7346938775510203,-3.183673469387755,0.0007649860243665159
0.8979591836734686,-3.183673469387755,0.0006695325376940745
1.0612244897959178,-3.183673469387755,0.0005705760147981827
1.224489795918367,-3.183673469387755,0.00047345528900084416
1.387755102040816,-3.183673469387755,0.00038253226402178115
1.5510204081632653,-3.183673469387755,0.0003009406166606961
1.7142857142857135,-3.183673469387755,0.00023052454821430923
1.8775510204081627,-3.183673469387755,0.00017194010588911511
2.040816326530612,-3.183673469387755,0.00012487078372019344
2.204081632653061,-3.183673469387755,8.83015083891558e-05
2.3673469387755093,-3.183673469387755,6.0799365158666574e-05
2.5306122448979584,-3.183673469387755,4.0761823494207244e-05
2.6938775510204076,-3.183673469387755,2.6609198965312686e-05
2.8571428571428568,-3.183673469387755,1.6913505734337823e-05
3.020408163265306,-3.183673469387755,1.0467888942284398e-05
3.183673469387754,-3.183673469387755,6.308240104526905e-06
3.3469387755102034,-3.183673469387755,3.701527336808551e-06
3.5102040816326525,-3.183673469387755,2.114839164298944e-06
3.6734693877551017,-3.183673469387755,1.1765147194494607e-06
3.836734693877551,-3.183673469387755,6.37295750990558e-07
4.0,-3.183673469387755,3.3613080698139227e-07
-4.0,-3.020408163265306,5.577752113519995e-07
-3.836734693877551,-3.020408163265306,1.057528095668327e-06
-3.673469387755102,-3.020408163265306,1.952307651276924e-06
-3.510204081632653,-3.020408163265306,3.5093625378635075e-06
-3.3469387755102042,-3.020408163265306,6.142311712380117e-06
-3.183673469387755,-3.020408163265306,1.0467888942284398e-05
-3.020408163265306,-3.020408163265306,1.7370407132944384e-05
-2.857142857142857,-3.020408163265306,2.806625884843625e-05
-2.6938775510204085,-3.020408163265306,4.415528499179277e-05
-2.5306122448979593,-3.020408163265306,6.764013961931474e-05
-2.36734693877551,-3.020408163265306,0.00010089042136896387
-2.2040816326530615,-3.020408163265306,0.00014652745741091264
-2.0408163265306123,-3.020408163265306,0.0002072104857234235
-1.8775510204081636,-3.020408163265306,0.0002853172839569425
-1.7142857142857144,-3.020408163265306,0.00038253226402178115
-1.5510204081632657,-3.020408163265306,0.0004993806356809564
-1.3877551020408165,-3.020408163265306,0.0006347737546874697
-1.2244897959183674,-3.020408163265306,0.0007856513547798271
-1.0612244897959187,-3.020408163265306,0.0009468134150049967
-0.8979591836734695,-3.020408163265306,0.0011110217955714661
-0.7346938775510208,-3.020408163265306,0.0012694172404315797
-0.5714285714285716,-3.020408163265306,0.0014122443409381243
-0.4081632653061229,-3.020408163265306,0.0015298150574895484
-0.24489795918367374,-3.020408163265306,0.0016135842890162922
-0.08163265306122458,-3.020408163265306,0.001657173650677981
0.08163265306122458,-3.020408163265306,0.001657173650677981
0.24489795918367285,-3.020408163265306,0.0016135842890162922
0.408163265306122,-3.020408163265306,0.0015298150574895484
0.5714285714285712,-3.020408163265306,0.0014122443409381243
0.7346938775510203,-3.020408163265306,0.0012694172404315797
0.8979591836734686,-3.020408163265306,0.0011110217955714672
1.0612244897959178,-3.020408163265306,0.0009468134150049975
1.224489795918367,-3.020408163265306,0.0007856513547798278
1.387755102040816,-3.020408163265306,0.0006347737546874702
1.5510204081632653,-3.020408163265306,0.0004993806356809569
1.7142857142857135,-3.020408163265306,0.00038253226402178153
1.8775510204081627,-3.020408163265306,0.00028531728395694297
2.040816326530612,-3.020408163265306,0.00020721048572342366
2.204081632653061,-3.020408163265306,0.00014652745741091275
2.3673469387755093,-3.020408163265306,0.00010089042136896413
2.5306122448979584,-3.020408163265306,6.764013961931486e-05
2.6938775510204076,-3.020408163265306,4.4155284991792847e-05
2.8571428571428568,-3.020408163265306,2.8066258848436302e-05
3.020408163265306,-3.020408163265306,1.7370407132944384e-05
3.183673469387754,-3.020408163265306,1.0467888942284419e-05
3.3469387755102034,-3.020408163265306,6.142311712380139e-06
3.5102040816326525,-3.020408163265306,3.509362537863514e-06
3.6734693877551017,-3.020408163265306,1.9523076512769275e-06
3.836734693877551,-3.020408163265306,1.057528095668327e-06
4.0,-3.020408163265306,5.577752113519995e-07
-4.0,-2.857142857142857,9.012260530932602e-07
-3.836734693877551,-2.857142857142857,1.708702452703542e-06
-3.673469387755102,-2.857142857142857,3.154443731407979e-06
-3.510204081632653,-2.857142857142857,5.670257273007689e-06
-3.3469387755102042,-2.857142857142857,9.924448467329675e-06
-3.183673469387755,-2.857142857142857,1.6913505734337823e-05
-3.020408163265306,-2.857142857142857,2.806625884843625e-05
-2.857142857142857,-2.857142857142857,4.534809574229624e-05
-2.6938775510204085,-2.857142857142857,7.134396152153193e-05
-2.5306122448979593,-2.857142857142857,0.00010928964718964908
-2.36734693877551,-2.857142857142857,0.00016301383495489626
-2.2040816326530615,-2.857142857142857,0.0002367519377423368
-2.0408163265306123,-2.857142857142857,0.00033480062291654707
-1.8775510204081636,-2.857142857142857,0.0004610017879362724
-1.7142857142857144,-2.857142857142857,0.0006180770236266656
-1.5510204081632657,-2.857142857142857,0.0008068749383735731
-1.3877551020408165,-2.857142857142857,0.0010256365537606397
-1.2244897959183674,-2.857142857142857,0.0012694172404315797
-1.0612244897959187,-2.857142857142857,0.0015298150574895473
-0.8979591836734695,-2.857142857142857,0.0017951349707643642
-0.7346938775510208,-2.857142857142857,0.002051062625299633
-0.5714285714285716,-2.857142857142857,0.0022818357063626336
-0.4081632653061229,-2.857142857142857,0.002471800750847407
-0.24489795918367374,-2.857142857142857,0.00260715100012885
-0.08163265306122458,-2.857142857142857,0.002677580570263381
0.08163265306122458,-2.857142857142857,0.002677580570263381
0.24489795918367285,-2.857142857142857,0.00260715100012885
0.408163265306122,-2.857142857142857,0.002471800750847407
0.5714285714285712,-2.857142857142857,0.0022818357063626336
0.7346938775510203,-2.857142857142857,0.002051062625299633
0.8979591836734686,-2.857142857142857,0.0017951349707643655
1.0612244897959178,-2.857142857142857,0.0015298150574895484
1.224489795918367,-2.857142857142857,0.0012694172404315797
1.387755102040816,-2.857142857142857,0.0010256365537606405
1.5510204081632653,-2.857142857142857,0.0008068749383735739
1.7142857142857135,-2.857142857142857,0.0006180770236266667
1.8775510204081627,-2.857142857142857,0.00046100178793627325
2.040816326530612,-2.857142857142857,0.0003348006229165474
2.204081632653061,-2.857142857142857,0.00023675193774233726
2.3673469387755093,-2.857142857142857,0.00016301383495489653
2.5306122448979584,-2.857142857142857,0.00010928964718964937
2.6938775510204076,-2.857142857142857,7.134396152153207e-05
2.8571428571428568,-2.857142857142857,4.5348095742296314e-05
3.020408163265306,-2.857142857142857,2.806625884843625e-05
3.183673469387754,-2.857142857142857,1.6913505734337884e-05
3.3469387755102034,-2.857142857142857,9.924448467329713e-06
3.5102040816326525,-2.857142857142857,5.670257273007699e-06
3.6734693877551017,-2.857142857142857,3.154443731407979e-06
3.836734693877551,-2.857142857142857,1.708702452703542e-06
4.0,-2.857142857142857,9.012260530932602e-07
-4.0,-2.6938775510204085,1.4178552770875803e-06
-3.836734693877551,-2.6938775510204085,2.6882187673368387e-06
-3.673469387755102,-2.6938775510204085,4.962733462377851e-06
-3.510204081632653,-2.6938775510204085,8.92074099431993e-06
-3.3469387755102042,-2.6938775510204085,1.5613653847766645e-05
-3.183673469387755,-2.6938775510204085,2.660919896531264e-05
-3.020408163265306,-2.6938775510204085,4.415528499179277e-05
-2.857142857142857,-2.6938775510204085,7.134396152153193e-05
-2.6938775510204085,-2.6938775510204085,0.00011224199742611058
-2.5306122448979593,-2.6938775510204085,0.00017194010588911468
-2.36734693877551,-2.6938775510204085,0.00025646176709581453
-2.2040816326530615,-2.6938775510204085,0.00037247035095860285
-2.0408163265306123,-2.6938775510204085,0.0005267255960312475
-1.8775510204081636,-2.6938775510204085,0.0007252717734122313
-1.7142857142857144,-2.6938775510204085,0.0009723906300620105
-1.5510204081632657,-2.6938775510204085,0.0012694172404315775
-1.3877551020408165,-2.6938775510204085,0.0016135842890162894
-1.2244897959183674,-2.6938775510204085,0.0019971126300602194
-1.0612244897959187,-2.6938775510204085,0.002406783897097503
-0.8979591836734695,-2.6938775510204085,0.0028241988595943657
-0.7346938775510208,-2.6938775510204085,0.0032268374365529576
-0.5714285714285716,-2.6938775510204085,0.003589901542025591
-0.4081632653061229,-2.6938775510204085,0.003888764341054151
-0.24489795918367374,-2.6938775510204085,0.004101704329351355
-0.08163265306122458,-2.6938775510204085,0.004212507759118515
0.08163265306122458,-2.6938775510204085,0.004212507759118515
0.24489795918367285,-2.6938775510204085,0.004101704329351356
0.408163265306122,-2.6938775510204085,0.0038887643410541527
0.5714285714285712,-2.6938775510204085,0.0035899015420255928
0.7346938775510203,-2.6938775510204085,0.0032268374365529593
0.8979591836734686,-2.6938775510204085,0.0028241988595943683
1.0612244897959178,-2.6938775510204085,0.0024067838970975052
1.224489795918367,-2.6938775510204085,0.0019971126300602194
1.387755102040816,-2.6938775510204085,0.0016135842890162909
1.5510204081632653,-2.6938775510204085,0.0012694172404315786
1.7142857142857135,-2.6938775510204085,0.0009723906300620123
1.8775510204081627,-2.6938775510204085,0.0007252717734122327
2.040816326530612,-2.6938775510204085,0.0005267255960312479
2.204081632653061,-2.6938775510204085,0.0003724703509586035
2.3673469387755093,-2.6938775510204085,0.000256461767095815
2.5306122448979584,-2.6938775510204085,0.00017194010588911511
2.6938775510204076,-2.6938775510204085,0.00011224199742611078
2.8571428571428568,-2.6938775510204085,7.1343961521532e-05
3.020408163265306,-2.6938775510204085,4.415528499179277e-05
3.183673469387754,-2.6938775510204085,2.6609198965312686e-05
3.3469387755102034,-2.6938775510204085,1.56136538477667e-05
3.5102040816326525,-2.6938775510204085,8.92074099431993e-06
3.6734693877551017,-2.6938775510204085,4.962733462377869e-06
3.836734693877551,-2.6938775510204085,2.6882187673368387e-06
4.0,-2.6938775510204085,1.4178552770875803e-06
-4.0,-2.5306122448979593,2.171969423818964e-06
-3.836734693877551,-2.5306122448979593,4.118000660254454e-06
-3.673469387755102,-2.5306122448979593,7.602260620695284e-06
-3.510204081632653,-2.5306122448979593,1.366541211263159e-05
-3.3469387755102042,-2.5306122448979593,2.3918081978791204e-05
-3.183673469387755,-2.5306122448979593,4.076182349420717e-05
-3.020408163265306,-2.5306122448979593,6.764013961931474e-05
-2.857142857142857,-2.5306122448979593,0.00010928964718964908
-2.6938775510204085,-2.5306122448979593,0.00017194010588911468
-2.5306122448979593,-2.5306122448979593,0.0002633898245852379
-2.36734693877551,-2.5306122448979593,0.0003928659895774971
-2.2040816326530615,-2.5306122448979593,0.0005705760147981816
-2.0408163265306123,-2.5306122448979593,0.0008068749383735731
-1.8775510204081636,-2.5306122448979593,0.001111021795571465
-1.7142857142857144,-2.5306122448979593,0.001489575664478967
-1.5510204081632657,-2.5306122448979593,0.0019445817050873242
-1.3877551020408165,-2.5306122448979593,0.002471800750847407
-1.2244897959183674,-2.5306122448979593,0.0030593161647100367
-1.0612244897959187,-2.5306122448979593,0.0036868791326667393
-0.8979591836734695,-2.5306122448979593,0.004326304432440634
-0.7346938775510208,-2.5306122448979593,0.004943094236122424
-0.5714285714285716,-2.5306122448979593,0.005499261109227085
-0.4081632653061229,-2.5306122448979593,0.005957079951457826
-0.24489795918367374,-2.5306122448979593,0.006283276250307109
-0.08163265306122458,-2.5306122448979593,0.006453012658103882
0.08163265306122458,-2.5306122448979593,0.006453012658103882
0.24489795918367285,-2.5306122448979593,0.006283276250307113
0.408163265306122,-2.5306122448979593,0.005957079951457829
0.5714285714285712,-2.5306122448979593,0.0054992611092270875
0.7346938775510203,-2.5306122448979593,0.004943094236122427
0.8979591836734686,-2.5306122448979593,0.0043263044324406376
1.0612244897959178,-2.5306122448979593,0.0036868791326667427
1.224489795918367,-2.5306122448979593,0.0030593161647100384
1.387755102040816,-2.5306122448979593,0.002471800750847407
1.5510204081632653,-2.5306122448979593,0.0019445817050873261
1.7142857142857135,-2.5306122448979593,0.0014895756644789698
1.8775510204081627,-2.5306122448979593,0.0011110217955714672
2.040816326530612,-2.5306122448979593,0.0008068749383735745
2.204081632653061,-2.5306122448979593,0.0005705760147981821
