x,y,z
-4.0,-4.0,1.7910529328280185e-08
-3.836734693877551,-4.0,3.395792352807642e-08
-3.673469387755102,-4.0,6.268988426585768e-08
-3.510204081632653,-4.0,1.1268794198583726e-07
-3.3469387755102042,-4.0,1.9723367376144798e-07
-3.183673469387755,-4.0,3.3613080698139227e-07
-3.020408163265306,-4.0,5.577752113519995e-07
-2.857142857142857,-4.0,9.012260530932602e-07
-2.6938775510204085,-4.0,1.4178552770875803e-06
-2.5306122448979593,-4.0,2.171969423818964e-06
-2.36734693877551,-4.0,3.2396578659194217e-06
-2.2040816326530615,-4.0,4.705093144952055e-06
-2.0408163265306123,-4.0,6.653665143491784e-06
-1.8775510204081636,-4.0,9.161725867647318e-06
-1.7142857142857144,-4.0,1.2283362893034327e-05
-1.5510204081632657,-4.0,1.6035441050990876e-05
-1.3877551020408165,-4.0,2.0383003257879902e-05
-1.2244897959183674,-4.0,2.522778234887708e-05
-1.0612244897959187,-4.0,3.0402802226996643e-05
-0.8979591836734695,-4.0,3.567564145725986e-05
-0.7346938775510208,-4.0,4.076182349420717e-05
-0.5714285714285716,-4.0,4.534809574229624e-05
-0.4081632653061229,-4.0,4.912336887040283e-05
-0.24489795918367374,-4.0,5.181325405628365e-05
-0.08163265306122458,-4.0,5.321293716258428e-05
0.08163265306122458,-4.0,5.321293716258428e-05
0.24489795918367285,-4.0,5.181325405628365e-05
0.408163265306122,-4.0,4.9123368870402915e-05
0.5714285714285712,-4.0,4.534809574229624e-05
0.7346938775510203,-4.0,4.076182349420717e-05
0.8979591836734686,-4.0,3.567564145725986e-05
1.0612244897959178,-4.0,3.04028022269967e-05
1.224489795918367,-4.0,2.522778234887712e-05
1.387755102040816,-4.0,2.0383003257879902e-05
1.5510204081632653,-4.0,1.6035441050990903e-05
1.7142857142857135,-4.0,1.228336289303435e-05
1.8775510204081627,-4.0,9.161725867647333e-06
2.040816326530612,-4.0,6.653665143491784e-06
2.204081632653061,-4.0,4.705093144952055e-06
2.3673469387755093,-4.0,3.2396578659194276e-06
2.5306122448979584,-4.0,2.1719694238189676e-06
2.6938775510204076,-4.0,1.4178552770875852e-06
2.8571428571428568,-4.0,9.012260530932602e-07
3.020408163265306,-4.0,5.577752113519995e-07
3.183673469387754,-4.0,3.3613080698139343e-07
3.3469387755102034,-4.0,1.972336737614487e-07
3.5102040816326525,-4.0,1.1268794198583726e-07
3.6734693877551017,-4.0,6.268988426585778e-08
3.836734693877551,-4.0,3.395792352807642e-08
4.0,-4.0,1.7910529328280185e-08
-4.0,-3.836734693877551,3.395792352807642e-08
-3.836734693877551,-3.836734693877551,6.438338863150807e-08
-3.673469387755102,-3.836734693877551,1.1885848021937667e-07
-3.510204081632653,-3.836734693877551,2.1365356915773626e-07
-3.3469387755102042,-3.836734693877551,3.739501992371293e-07
-3.183673469387755,-3.836734693877551,6.37295750990558e-07
-3.020408163265306,-3.836734693877551,1.057528095668327e-06
-2.857142857142857,-3.836734693877551,1.708702452703542e-06
-2.6938775510204085,-3.836734693877551,2.6882187673368387e-06
-2.5306122448979593,-3.836734693877551,4.118000660254454e-06
-2.36734693877551,-3.836734693877551,6.142311712380117e-06
-2.2040816326530615,-3.836734693877551,8.92074099431993e-06
-2.0408163265306123,-3.836734693877551,1.2615185625327213e-05
-1.8775510204081636,-3.836734693877551,1.7370407132944353e-05
-1.7142857142857144,-3.836734693877551,2.32889542315567e-05
-1.5510204081632657,-3.836734693877551,3.0402802226996643e-05
-1.3877551020408165,-3.836734693877551,3.864567334761633e-05
-1.2244897959183674,-3.836734693877551,4.7831255463424364e-05
-1.0612244897959187,-3.836734693877551,5.7642965997293605e-05
-0.8979591836734695,-3.836734693877551,6.764013961931468e-05
-0.7346938775510208,-3.836734693877551,7.728341578914961e-05
-0.5714285714285716,-3.836734693877551,8.597887528255714e-05
-0.4081632653061229,-3.836734693877551,9.313670037147965e-05
-0.24489795918367374,-3.836734693877551,9.823665659093187e-05
-0.08163265306122458,-3.836734693877551,0.00010089042136896387
0.08163265306122458,-3.836734693877551,0.00010089042136896387
0.24489795918367285,-3.836734693877551,9.823665659093187e-05
0.408163265306122,-3.836734693877551,9.313670037147965e-05
0.5714285714285712,-3.836734693877551,8.597887528255714e-05
0.7346938775510203,-3.836734693877551,7.728341578914961e-05
0.8979591836734686,-3.836734693877551,6.764013961931474e-05
1.0612244897959178,-3.836734693877551,5.764296599729366e-05
1.224489795918367,-3.836734693877551,4.783125546342445e-05
1.387755102040816,-3.836734693877551,3.864567334761633e-05
1.5510204081632653,-3.836734693877551,3.04028022269967e-05
1.7142857142857135,-3.836734693877551,2.3288954231556745e-05
1.8775510204081627,-3.836734693877551,1.7370407132944384e-05
2.040816326530612,-3.836734693877551,1.2615185625327213e-05
2.204081632653061,-3.836734693877551,8.92074099431993e-06
2.3673469387755093,-3.836734693877551,6.142311712380128e-06
2.5306122448979584,-3.836734693877551,4.118000660254462e-06
2.6938775510204076,-3.836734693877551,2.6882187673368484e-06
2.8571428571428568,-3.836734693877551,1.708702452703542e-06
3.020408163265306,-3.836734693877551,1.057528095668327e-06
3.183673469387754,-3.836734693877551,6.372957509905603e-07
3.3469387755102034,-3.836734693877551,3.739501992371307e-07
3.5102040816326525,-3.836734693877551,2.1365356915773626e-07
3.6734693877551017,-3.836734693877551,1.188584802193769e-07
3.836734693877551,-3.836734693877551,6.438338863150807e-08
4.0,-3.836734693877551,3.395792352807642e-08
-4.0,-3.673469387755102,6.268988426585768e-08
-3.836734693877551,-3.673469387755102,1.1885848021937667e-07
-3.673469387755102,-3.673469387755102,2.194252061027166e-07
-3.510204081632653,-3.673469387755102,3.944268710191249e-07
-3.3469387755102042,-3.673469387755102,6.903512428251824e-07
-3.183673469387755,-3.673469387755102,1.1765147194494564e-06
-3.020408163265306,-3.673469387755102,1.952307651276924e-06
-2.857142857142857,-3.673469387755102,3.154443731407979e-06
-2.6938775510204085,-3.673469387755102,4.962733462377851e-06
-2.5306122448979593,-3.673469387755102,7.602260620695284e-06
-2.36734693877551,-3.673469387755102,1.1339350889802294e-05
-2.2040816326530615,-3.673469387755102,1.6468622412593296e-05
-2.0408163265306123,-3.673469387755102,2.32889542315567e-05
-1.8775510204081636,-3.673469387755102,3.206759129175749e-05
-1.7142857142857144,-3.673469387755102,4.299384926295723e-05
-1.5510204081632657,-3.673469387755102,5.612675790945648e-05
-1.3877551020408165,-3.673469387755102,7.134396152153193e-05
-1.2244897959183674,-3.673469387755102,8.830150838915565e-05
-1.0612244897959187,-3.673469387755102,0.00010641495390975112
-0.8979591836734695,-3.673469387755102,0.00012487078372019322
-0.7346938775510208,-3.673469387755102,0.00014267328175959263
-0.5714285714285716,-3.673469387755102,0.0001587260109210052
-0.4081632653061229,-3.673469387755102,0.00017194010588911482
-0.24489795918367374,-3.673469387755102,0.00018135515934178127
-0.08163265306122458,-3.673469387755102,0.0001862542871305015
0.08163265306122458,-3.673469387755102,0.0001862542871305015
0.24489795918367285,-3.673469387755102,0.00018135515934178127
0.408163265306122,-3.673469387755102,0.00017194010588911482
0.5714285714285712,-3.673469387755102,0.0001587260109210052
0.7346938775510203,-3.673469387755102,0.00014267328175959263
0.8979591836734686,-3.673469387755102,0.00012487078372019333
1.0612244897959178,-3.673469387755102,0.0001064149539097512
1.224489795918367,-3.673469387755102,8.830150838915573e-05
1.387755102040816,-3.673469387755102,7.1343961521532e-05
1.5510204081632653,-3.673469387755102,5.612675790945652e-05
1.7142857142857135,-3.673469387755102,4.2993849262957295e-05
1.8775510204081627,-3.673469387755102,3.2067591291757544e-05
2.040816326530612,-3.673469387755102,2.32889542315567e-05
2.204081632653061,-3.673469387755102,1.6468622412593296e-05
2.3673469387755093,-3.673469387755102,1.1339350889802314e-05
2.5306122448979584,-3.673469387755102,7.602260620695298e-06
2.6938775510204076,-3.673469387755102,4.962733462377869e-06
2.8571428571428568,-3.673469387755102,3.154443731407979e-06
3.020408163265306,-3.673469387755102,1.952307651276924e-06
3.183673469387754,-3.673469387755102,1.1765147194494607e-06
3.3469387755102034,-3.673469387755102,6.903512428251848e-07
3.5102040816326525,-3.673469387755102,3.944268710191249e-07
3.6734693877551017,-3.673469387755102,2.1942520610271699e-07
3.836734693877551,-3.673469387755102,1.1885848021937667e-07
4.0,-3.673469387755102,6.268988426585768e-08
-4.0,-3.510204081632653,1.1268794198583726e-07
-3.836734693877551,-3.510204081632653,2.1365356915773626e-07
-3.673469387755102,-3.510204081632653,3.944268710191249e-07
-3.510204081632653,-3.510204081632653,7.090003894498384e-07
-3.3469387755102042,-3.510204081632653,1.2409380191455118e-06
-3.183673469387755,-3.510204081632653,2.114839164298944e-06
-3.020408163265306,-3.510204081632653,3.5093625378635075e-06
-2.857142857142857,-3.510204081632653,5.670257273007689e-06
-2.6938775510204085,-3.510204081632653,8.92074099431993e-06
-2.5306122448979593,-3.510204081632653,1.366541211263159e-05
-2.36734693877551,-3.510204081632653,2.0383003257879936e-05
-2.2040816326530615,-3.510204081632653,2.960310405338694e-05
-2.0408163265306123,-3.510204081632653,4.186296328490393e-05
-1.8775510204081636,-3.510204081632653,5.7642965997293605e-05
-1.7142857142857144,-3.510204081632653,7.728341578914961e-05
-1.5510204081632657,-3.510204081632653,0.00010089042136896387
-1.3877551020408165,-3.510204081632653,0.0001282440427371588
-1.2244897959183674,-3.510204081632653,0.00015872601092100549
-1.0612244897959187,-3.510204081632653,0.00019128575994418464
-0.8979591836734695,-3.510204081632653,0.0002244609604304338
-0.7346938775510208,-3.510204081632653,0.00025646176709581475
-0.5714285714285716,-3.510204081632653,0.0002853172839569427
-0.4081632653061229,-3.510204081632653,0.00030907022567313377
-0.24489795918367374,-3.510204081632653,0.00032599421603764396
-0.08163265306122458,-3.510204081632653,0.0003348006229165474
0.08163265306122458,-3.510204081632653,0.0003348006229165474
0.24489795918367285,-3.510204081632653,0.00032599421603764396
0.408163265306122,-3.510204081632653,0.00030907022567313377
0.5714285714285712,-3.510204081632653,0.0002853172839569427
